source name,characteristics[organism],characteristics[organism part],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[treatment],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[fragment mass tolerance],comment[precursor mass tolerance],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[treatment],project_id,characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].2,comment[modification parameters].3,Factor value[growth stage],characteristics[enrichment protocol],comment[compensation voltage],comment[tool metadata],characteristics[growth condition],characteristics[enrichment process],comment[label].1,comment[fractionation method],characteristics[isolate],Factor value[isolate],factor value[treatment],characteristics[plasmid],Factor value[plasmid],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],characteristics[time],Factor value[time],Factor value[organism part],comment[fraction],comment[modification parameters].4,Factor value[fraction],Factor value[enrichment process],factor value[time],factor value[growth condition]
Sample 135,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 135,Proteomic profiling by mass spectrometry,Not available,Map-6-71.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-71.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 136,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 136,Proteomic profiling by mass spectrometry,Not available,Map-6-72.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-72.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 137,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 137,Proteomic profiling by mass spectrometry,Not available,Map-6-73.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-73.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 138,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 138,Proteomic profiling by mass spectrometry,Not available,Map-6-74.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-74.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 139,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 139,Proteomic profiling by mass spectrometry,Not available,Map-6-75.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-75.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 140,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 140,Proteomic profiling by mass spectrometry,Not available,Map-6-76.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-76.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 141,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 141,Proteomic profiling by mass spectrometry,Not available,Map-6-77.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-77.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 142,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 142,Proteomic profiling by mass spectrometry,Not available,Map-6-78.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-78.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 143,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 143,Proteomic profiling by mass spectrometry,Not available,Map-6-79.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-79.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 144,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 144,Proteomic profiling by mass spectrometry,Not available,Map-6-8.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-8.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 145,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 145,Proteomic profiling by mass spectrometry,Not available,Map-6-80.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-80.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 146,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 146,Proteomic profiling by mass spectrometry,Not available,Map-6-81.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-81.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 147,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 147,Proteomic profiling by mass spectrometry,Not available,Map-6-82.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-82.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 148,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 148,Proteomic profiling by mass spectrometry,Not available,Map-6-83.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-83.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 149,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 149,Proteomic profiling by mass spectrometry,Not available,Map-6-84.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-84.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 150,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 150,Proteomic profiling by mass spectrometry,Not available,Map-6-9.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-9.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 151,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 151,Proteomic profiling by mass spectrometry,Not available,Map-7-1.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-1.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 152,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 152,Proteomic profiling by mass spectrometry,Not available,Map-7-10.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-10.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 153,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 153,Proteomic profiling by mass spectrometry,Not available,Map-7-11.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-11.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 154,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 154,Proteomic profiling by mass spectrometry,Not available,Map-7-12.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-12.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 155,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 155,Proteomic profiling by mass spectrometry,Not available,Map-7-13.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-13.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 156,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 156,Proteomic profiling by mass spectrometry,Not available,Map-7-14.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-14.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 157,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 157,Proteomic profiling by mass spectrometry,Not available,Map-7-15.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-15.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 158,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 158,Proteomic profiling by mass spectrometry,Not available,Map-7-16.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-16.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 159,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 159,Proteomic profiling by mass spectrometry,Not available,Map-7-17.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-17.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 160,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 160,Proteomic profiling by mass spectrometry,Not available,Map-7-18.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-18.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 161,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 161,Proteomic profiling by mass spectrometry,Not available,Map-7-19.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-19.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 162,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 162,Proteomic profiling by mass spectrometry,Not available,Map-7-2.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-2.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 163,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 163,Proteomic profiling by mass spectrometry,Not available,Map-7-20.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-20.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 164,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 164,Proteomic profiling by mass spectrometry,Not available,Map-7-21.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-21.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 165,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 165,Proteomic profiling by mass spectrometry,Not available,Map-7-22.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-22.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 166,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 166,Proteomic profiling by mass spectrometry,Not available,Map-7-23.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-23.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 167,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 167,Proteomic profiling by mass spectrometry,Not available,Map-7-24.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-24.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 168,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 168,Proteomic profiling by mass spectrometry,Not available,Map-7-25.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-25.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 169,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 169,Proteomic profiling by mass spectrometry,Not available,Map-7-26.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-26.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 170,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 170,Proteomic profiling by mass spectrometry,Not available,Map-7-27.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-27.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 171,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 171,Proteomic profiling by mass spectrometry,Not available,Map-7-28.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-28.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 172,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 172,Proteomic profiling by mass spectrometry,Not available,Map-7-29.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-29.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
