,source name,characteristics[organism],characteristics[organism part],characteristics[culture type],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[modification parameters].2,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[culture type],pride_id,filename,characteristics[treatment],comment[fragment mass tolerance],comment[precursor mass tolerance],Factor value[treatment],characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].3,Factor value[growth stage],characteristics[isolate],Factor value[isolate],characteristics[plasmid],Factor value[plasmid],characteristics[growth condition],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],comment[fractionation method],Factor value[organism part],characteristics[enrichment process],Factor value[enrichment process]
172,Sample 173,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 173,Proteomic profiling by mass spectrometry,Not available,Map-7-3.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-3.raw,,PXD022070,Map-7-3.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
173,Sample 174,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 174,Proteomic profiling by mass spectrometry,Not available,Map-7-30.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-30.raw,,PXD022070,Map-7-30.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
174,Sample 175,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 175,Proteomic profiling by mass spectrometry,Not available,Map-7-31.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-31.raw,,PXD022070,Map-7-31.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
175,Sample 176,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 176,Proteomic profiling by mass spectrometry,Not available,Map-7-32.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-32.raw,,PXD022070,Map-7-32.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
176,Sample 177,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 177,Proteomic profiling by mass spectrometry,Not available,Map-7-33.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-33.raw,,PXD022070,Map-7-33.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
177,Sample 178,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 178,Proteomic profiling by mass spectrometry,Not available,Map-7-34.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-34.raw,,PXD022070,Map-7-34.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
178,Sample 179,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 179,Proteomic profiling by mass spectrometry,Not available,Map-7-35.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-35.raw,,PXD022070,Map-7-35.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
179,Sample 180,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 180,Proteomic profiling by mass spectrometry,Not available,Map-7-36.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-36.raw,,PXD022070,Map-7-36.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
180,Sample 181,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 181,Proteomic profiling by mass spectrometry,Not available,Map-7-4.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-4.raw,,PXD022070,Map-7-4.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
181,Sample 182,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 182,Proteomic profiling by mass spectrometry,Not available,Map-7-5.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-5.raw,,PXD022070,Map-7-5.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
182,Sample 183,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 183,Proteomic profiling by mass spectrometry,Not available,Map-7-6.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-6.raw,,PXD022070,Map-7-6.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
183,Sample 184,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 184,Proteomic profiling by mass spectrometry,Not available,Map-7-7.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-7.raw,,PXD022070,Map-7-7.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
184,Sample 185,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 185,Proteomic profiling by mass spectrometry,Not available,Map-7-8.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-8.raw,,PXD022070,Map-7-8.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
185,Sample 186,Escherichia coli,Cell lysate,,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Run 186,Proteomic profiling by mass spectrometry,Not available,Map-7-9.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,"NT=Deamidation; MT=Variable; TA=N,Q",NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-9.raw,,PXD022070,Map-7-9.raw,Not available,0.02 Da,10 ppm,,,,,,,,,,,,,,,,,
0,Control 1,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,1,Run 1,Proteomic profiling by mass spectrometry,1,P20200701485_CONTROL_1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30 eV,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20200701485_CONTROL_1.raw,,PXD025706,P20200701485_CONTROL_1.raw,Control,20 ppm,6 ppm,Control,,,,,,,,,,,,APEC,,,,
1,Control 2,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,2,Run 2,Proteomic profiling by mass spectrometry,1,P20200701485_CONTROL_2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30 eV,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20200701485_CONTROL_2.raw,,PXD025706,P20200701485_CONTROL_2.raw,Control,20 ppm,6 ppm,Control,,,,,,,,,,,,APEC,,,,
2,Control 3,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,3,Run 3,Proteomic profiling by mass spectrometry,1,P20200701485_CONTROL_3.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30 eV,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20200701485_CONTROL_3.raw,,PXD025706,P20200701485_CONTROL_3.raw,Control,20 ppm,6 ppm,Control,,,,,,,,,,,,APEC,,,,
3,Treat 1,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,1,Run 4,Proteomic profiling by mass spectrometry,1,P20200701485_TREAT_1.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30 eV,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20200701485_TREAT_1.raw,,PXD025706,P20200701485_TREAT_1.raw,Resveratrol,20 ppm,6 ppm,Resveratrol,,,,,,,,,,,,APEC,,,,
4,Treat 2,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,2,Run 5,Proteomic profiling by mass spectrometry,1,P20200701485_TREAT_2.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30 eV,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20200701485_TREAT_2.raw,,PXD025706,P20200701485_TREAT_2.raw,Resveratrol,20 ppm,6 ppm,Resveratrol,,,,,,,,,,,,APEC,,,,
5,Treat 3,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,3,Run 6,Proteomic profiling by mass spectrometry,1,P20200701485_TREAT_3.raw,1,Label free sample,NT=Q Exactive,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,30 eV,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20200701485_TREAT_3.raw,,PXD025706,P20200701485_TREAT_3.raw,Resveratrol,20 ppm,6 ppm,Resveratrol,,,,,,,,,,,,APEC,,,,
6,Control 1 PRM,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,1,Run 7,PRM Validation,1,P20201002962_PRM_control-1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,Not available,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20201002962_PRM_control-1.raw,,PXD025706,P20201002962_PRM_control-1.raw,Control,Not available,Not available,Control,,,,,,,,,,,,APEC,,,,
7,Control 2 PRM,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,2,Run 8,PRM Validation,1,P20201002962_PRM_control-2.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,Not available,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20201002962_PRM_control-2.raw,,PXD025706,P20201002962_PRM_control-2.raw,Control,Not available,Not available,Control,,,,,,,,,,,,APEC,,,,
8,Control 3 PRM,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,3,Run 9,PRM Validation,1,P20201002962_PRM_control-3.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,Not available,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20201002962_PRM_control-3.raw,,PXD025706,P20201002962_PRM_control-3.raw,Control,Not available,Not available,Control,,,,,,,,,,,,APEC,,,,
9,Treat 1 PRM,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,1,Run 10,PRM Validation,1,P20201002962_PRM_treat-1.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,Not available,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20201002962_PRM_treat-1.raw,,PXD025706,P20201002962_PRM_treat-1.raw,Resveratrol,Not available,Not available,Resveratrol,,,,,,,,,,,,APEC,,,,
10,Treat 2 PRM,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,2,Run 11,PRM Validation,1,P20201002962_PRM_treat-2.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,Not available,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20201002962_PRM_treat-2.raw,,PXD025706,P20201002962_PRM_treat-2.raw,Resveratrol,Not available,Not available,Resveratrol,,,,,,,,,,,,APEC,,,,
11,Treat 3 PRM,Escherichia coli,Cell lysate,,Not available,Not applicable,Prokaryotic cell,3,Run 12,PRM Validation,1,P20201002962_PRM_treat-3.raw,1,Label free sample,NT=Q Exactive HF,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),Not available,Not available,NT=Carbamidomethylation; MT=fixed; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=HCD; AC=MS:1002481,Not available,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/11/PXD025706/P20201002962_PRM_treat-3.raw,,PXD025706,P20201002962_PRM_treat-3.raw,Resveratrol,Not available,Not available,Resveratrol,,,,,,,,,,,,APEC,,,,
0,S1_1,Escherichia coli,Culture supernatant Tris fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 1,Proteomic profiling by mass spectrometry,1,MS-19-014-1-x30.raw,1,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-1-x30.raw,,PXD022526,MS-19-014-1-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (Tris supernatant),Culture supernatant Tris fraction,,
1,S1_2,Escherichia coli,Culture supernatant Tris fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 2,Proteomic profiling by mass spectrometry,1,MS-19-014-2-x30.raw,1,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-2-x30.raw,,PXD022526,MS-19-014-2-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (Tris supernatant),Culture supernatant Tris fraction,,
2,S1_3,Escherichia coli,Culture supernatant Tris fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 3,Proteomic profiling by mass spectrometry,1,MS-19-014-3-x30.raw,1,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-3-x30.raw,,PXD022526,MS-19-014-3-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (Tris supernatant),Culture supernatant Tris fraction,,
3,S2_1,Escherichia coli,Culture supernatant Tris/Triton X-100 fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 4,Proteomic profiling by mass spectrometry,1,MS-19-014-4-x30.raw,2,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-4-x30.raw,,PXD022526,MS-19-014-4-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (Tris/Triton-X supernatant),Culture supernatant Tris/Triton X-100 fraction,,
4,S2_2,Escherichia coli,Culture supernatant Tris/Triton X-100 fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 5,Proteomic profiling by mass spectrometry,1,MS-19-014-5-x30.raw,2,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-5-x30.raw,,PXD022526,MS-19-014-5-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (Tris/Triton-X supernatant),Culture supernatant Tris/Triton X-100 fraction,,
5,S2_3,Escherichia coli,Culture supernatant Tris/Triton X-100 fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 6,Proteomic profiling by mass spectrometry,1,MS-19-014-6-x30.raw,2,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-6-x30.raw,,PXD022526,MS-19-014-6-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (Tris/Triton-X supernatant),Culture supernatant Tris/Triton X-100 fraction,,
6,S3_1,Escherichia coli,Culture supernatant SDS fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,1,Run 7,Proteomic profiling by mass spectrometry,1,MS-19-014-7-x30.raw,3,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-7-x30.raw,,PXD022526,MS-19-014-7-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (SDS supernatant),Culture supernatant SDS fraction,,
7,S3_2,Escherichia coli,Culture supernatant SDS fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,2,Run 8,Proteomic profiling by mass spectrometry,1,MS-19-014-8-x30.raw,3,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-8-x30.raw,,PXD022526,MS-19-014-8-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (SDS supernatant),Culture supernatant SDS fraction,,
8,S3_3,Escherichia coli,Culture supernatant SDS fraction,,Escherichia coli str. K-12 substr. MG1655,Not applicable,Prokaryotic cell,3,Run 9,Proteomic profiling by mass spectrometry,1,MS-19-014-9-x30.raw,3,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,25% NCE,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD022526/MS-19-014-9-x30.raw,,PXD022526,MS-19-014-9-x30.raw,,0.5 Da,20 ppm,,,,,,,,,,,,,,Differential solubilisation (SDS supernatant),Culture supernatant SDS fraction,,
0,C_1ug_1,Escherichia coli,Cell lysate,,Escherichia coli ATCC 25922,Not applicable,Prokaryotic cell,1,Run 1,Proteomic profiling by mass spectrometry,1,20200608_TEB_2h_5-35_EC_atrdef1exp_C_1ug_1.raw,1,Label free sample,NT=Q Exactive HF-X,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),DTT,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Acetyl; MT=Variable; PP=Protein N-term,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD024138/20200608_TEB_2h_5-35_EC_atrdef1exp_C_1ug_1.raw,,PXD024138,20200608_TEB_2h_5-35_EC_atrdef1exp_C_1ug_1.raw,Control,0.02 Da,15 ppm,Control,,,,,,,,,,,,,,,,
