source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	technology type	assay name	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
sample 560	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 560	Not available	allSpectra.HCD.FTMS.secpep.sil0_44.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_44.apl
sample 561	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 561	Not available	allSpectra.HCD.FTMS.secpep.sil0_45.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_45.apl
sample 562	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 562	Not available	allSpectra.HCD.FTMS.secpep.sil0_46.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_46.apl
sample 563	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 563	Not available	allSpectra.HCD.FTMS.secpep.sil0_47.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_47.apl
sample 564	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 564	Not available	allSpectra.HCD.FTMS.secpep.sil0_48.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_48.apl
sample 565	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 565	Not available	allSpectra.HCD.FTMS.secpep.sil0_49.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_49.apl
sample 566	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 566	Not available	allSpectra.HCD.FTMS.secpep.sil0_5.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_5.apl
sample 567	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 567	Not available	allSpectra.HCD.FTMS.secpep.sil0_50.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_50.apl
sample 568	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 568	Not available	allSpectra.HCD.FTMS.secpep.sil0_51.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_51.apl
sample 569	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 569	Not available	allSpectra.HCD.FTMS.secpep.sil0_52.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_52.apl
sample 570	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 570	Not available	allSpectra.HCD.FTMS.secpep.sil0_53.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_53.apl
sample 571	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 571	Not available	allSpectra.HCD.FTMS.secpep.sil0_54.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_54.apl
sample 572	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 572	Not available	allSpectra.HCD.FTMS.secpep.sil0_55.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_55.apl
sample 573	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 573	Not available	allSpectra.HCD.FTMS.secpep.sil0_56.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_56.apl
sample 574	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 574	Not available	allSpectra.HCD.FTMS.secpep.sil0_57.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_57.apl
sample 575	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 575	Not available	allSpectra.HCD.FTMS.secpep.sil0_58.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_58.apl
sample 576	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 576	Not available	allSpectra.HCD.FTMS.secpep.sil0_59.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_59.apl
sample 577	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 577	Not available	allSpectra.HCD.FTMS.secpep.sil0_6.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_6.apl
sample 578	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 578	Not available	allSpectra.HCD.FTMS.secpep.sil0_60.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_60.apl
sample 579	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 579	Not available	allSpectra.HCD.FTMS.secpep.sil0_61.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_61.apl
sample 580	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 580	Not available	allSpectra.HCD.FTMS.secpep.sil0_62.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_62.apl
sample 581	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 581	Not available	allSpectra.HCD.FTMS.secpep.sil0_63.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_63.apl
sample 582	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 582	Not available	allSpectra.HCD.FTMS.secpep.sil0_64.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_64.apl
sample 583	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 583	Not available	allSpectra.HCD.FTMS.secpep.sil0_65.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_65.apl
sample 584	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 584	Not available	allSpectra.HCD.FTMS.secpep.sil0_66.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_66.apl
sample 585	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 585	Not available	allSpectra.HCD.FTMS.secpep.sil0_67.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_67.apl
sample 586	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 586	Not available	allSpectra.HCD.FTMS.secpep.sil0_68.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_68.apl
sample 587	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 587	Not available	allSpectra.HCD.FTMS.secpep.sil0_69.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_69.apl
sample 588	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 588	Not available	allSpectra.HCD.FTMS.secpep.sil0_7.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_7.apl
sample 589	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 589	Not available	allSpectra.HCD.FTMS.secpep.sil0_70.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_70.apl
sample 590	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 590	Not available	allSpectra.HCD.FTMS.secpep.sil0_71.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_71.apl
sample 591	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 591	Not available	allSpectra.HCD.FTMS.secpep.sil0_72.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_72.apl
sample 592	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 592	Not available	allSpectra.HCD.FTMS.secpep.sil0_73.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_73.apl
sample 593	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 593	Not available	allSpectra.HCD.FTMS.secpep.sil0_74.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_74.apl
sample 594	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 594	Not available	allSpectra.HCD.FTMS.secpep.sil0_75.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_75.apl
sample 595	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 595	Not available	allSpectra.HCD.FTMS.secpep.sil0_76.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_76.apl
sample 596	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 596	Not available	allSpectra.HCD.FTMS.secpep.sil0_77.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_77.apl
sample 597	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 597	Not available	allSpectra.HCD.FTMS.secpep.sil0_78.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_78.apl
sample 598	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 598	Not available	allSpectra.HCD.FTMS.secpep.sil0_79.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_79.apl
sample 599	Escherichia coli	Cell lysate	Not available	Not applicable	Prokaryotic cell	Not applicable	Not available	Proteomic profiling by mass spectrometry	run 599	Not available	allSpectra.HCD.FTMS.secpep.sil0_8.apl	Not available	Label free sample	NT=Q Exactive	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	Not available	Not available	DTT	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=HCD; AC=MS:1002481"	27% NCE	https://ftp.pride.ebi.ac.uk/pride/data/archive/2022/11/PXD026425/allSpectra.HCD.FTMS.secpep.sil0_8.apl
